FlightID,Airline,FlightNumber,ScheduledDeparture,DepartureDelay,ArrivalDelay,Cancelled,CancellationReason,OriginAirport,DestinationAirport
FL3882,Turkish Airlines,FN7607,2022-09-02 04:03:26,13.21623886120401,13.433543533333333,0,,BLR,HKG
FL3883,Air India,FN6137,2022-11-22 05:20:33,28.793040173618326,32.59441338333333,0,Weather,MAA,JFK
FL3884,Singapore Airlines,FN5854,2023-07-13 13:13:46,16.152260177038897,-3.198477766666667,0,Crew,FRA,JFK
FL3885,Emirates,FN2309,2025-10-22 05:00:33,66.6531081884277,69.18947841666666,0,Crew,SIN,SIN
FL3886,Delta Airlines,FN4995,2025-06-18 20:50:11,30.927609110175972,23.38623405,0,,HKG,BOM
FL3887,AirAsia,FN7675,2024-03-04 14:51:40,19.240297066520228,4.697625616666667,0,Weather,MAA,DXB
FL3888,Qatar Airways,FN1222,2022-01-06 13:13:38,23.56203514779013,23.22242388333333,0,Weather,HYD,LHR
FL3889,United Airlines,FN8965,2022-02-03 04:43:25,10.875715118067024,26.345325566666666,0,,SIN,DXB
FL3890,IndiGo,FN7444,2022-04-10 12:02:18,-26.976209336608406,-32.2435853,0,Weather,JFK,DEL
FL3891,IndiGo,FN3117,2022-01-18 13:30:23,23.719728432602963,60.193050549999995,0,,DEL,DXB
FL3892,ANA,FN2977,2022-01-17 22:42:48,5.8575299601555475,19.724571733333335,0,,CDG,BOM
FL3893,Qatar Airways,FN1472,2022-12-04 02:08:14,6.790855904245598,40.924539833333334,0,Weather,HYD,FRA
FL3894,Lufthansa,FN7078,2022-11-20 07:16:58,-42.41665000895767,-35.997334333333335,0,,LHR,BLR
FL3895,GoAir,FN7429,2022-08-18 20:54:57,-38.76632100686183,-71.36489456666666,0,,JFK,SIN
FL3896,United Airlines,FN9077,2022-09-30 16:52:27,18.923861593534497,26.016328533333333,0,Technical,DEL,FRA
FL3897,AirAsia,FN1718,2025-07-14 21:30:02,1.4548918677339593,4.861980516666667,0,Technical,CDG,LHR
FL3898,Qatar Airways,FN9418,2023-08-08 11:59:32,102.94898302213772,104.07635595,0,,MAA,SIN
FL3899,American Airlines,FN6699,2025-01-27 21:40:19,25.303730837502247,20.56325855,0,Technical,BOM,LAX
FL3900,American Airlines,FN3570,2023-11-08 14:29:44,18.856977251218094,20.28347213333333,0,Weather,LAX,HYD
FL3901,Air France,FN1857,2024-10-07 22:26:49,-2.315554481891901,29.967923499999998,0,Technical,FRA,HKG
FL3902,British Airways,FN3286,2024-04-16 03:44:01,45.31554889553017,52.3667486,0,Technical,SIN,DXB
FL3903,AirAsia,FN7907,2024-07-08 23:18:51,-59.126358078319,-59.541496433333336,0,Crew,LAX,DXB
FL3904,KLM,FN6982,2022-05-09 13:19:28,91.09082693215251,92.63090193333333,0,,DEL,BLR
FL3905,SpiceJet,FN7933,2024-06-22 08:23:18,43.09652716160974,69.72566318333334,0,Crew,BOM,LHR
FL3906,Japan Airlines,FN2013,2024-12-14 16:01:16,16.568917475679253,8.941593000000001,0,Technical,HKG,BOM
FL3907,Delta Airlines,FN6039,2023-05-18 21:30:28,-63.05936995348665,-47.79692181666667,0,Crew,BLR,BLR
FL3908,Emirates,FN2590,2023-06-26 13:18:09,-14.442680084706442,-6.8004233,0,Technical,FRA,MAA
FL3909,Japan Airlines,FN2309,2024-07-31 04:28:56,-27.494610187680927,-26.4731733,0,,SIN,JFK
FL3910,Japan Airlines,FN4519,2023-09-08 14:43:53,11.011571647031598,20.040475366666666,0,Crew,CDG,FRA
FL3911,Air France,FN5322,2023-10-23 22:06:36,-23.44466562057243,-0.4910013833333334,0,,LHR,DXB
FL3912,GoAir,FN4979,2024-08-17 01:47:25,-7.906843541959141,-28.02388545,0,Crew,JFK,DXB
FL3913,Vistara,FN4041,2023-05-16 00:13:03,6.729297401096086,12.244927033333333,0,Weather,JFK,HKG
FL3914,AirAsia,FN8848,2023-03-21 06:54:18,14.817682995152794,40.24966905,0,Weather,DEL,FRA
FL3915,Singapore Airlines,FN1654,2024-04-09 10:31:32,2.906534897924219,6.112240533333334,0,Weather,HKG,CDG
FL3916,American Airlines,FN4061,2024-03-19 16:45:17,-23.095531436992808,-5.787228900000001,0,Technical,LAX,BLR
FL3917,Qatar Airways,FN9764,2025-12-23 05:48:19,15.529271922343103,14.228856016666667,0,Technical,BLR,JFK
FL3918,Japan Airlines,FN2538,2023-01-09 00:47:23,-47.14024080396391,-20.474057883333334,0,Technical,CDG,BLR
FL3919,KLM,FN5569,2023-04-12 06:22:42,-26.830398933681714,-30.699569066666665,0,Technical,SIN,DEL
FL3920,KLM,FN3446,2025-05-23 21:31:02,20.750335332280095,7.8019663999999995,0,,BLR,HYD
FL3921,Delta Airlines,FN5402,2023-10-20 03:03:43,-34.8052933475943,-61.66450708333333,0,Technical,DEL,HKG
FL3922,Turkish Airlines,FN2137,2025-03-10 22:11:08,31.629908587169073,28.45211491666667,0,Weather,BLR,DXB
FL3923,Qatar Airways,FN4497,2024-03-16 10:21:09,97.8181027741999,87.90277678333334,0,Weather,LAX,HYD
FL3924,Air France,FN8362,2022-11-05 04:40:14,-17.643530702867636,-21.12442525,1,Crew,BLR,HKG
FL3925,American Airlines,FN7583,2024-11-02 01:13:46,17.294039654154673,15.240989566666666,0,Technical,JFK,HYD
FL3926,United Airlines,FN1857,2023-03-01 20:20:05,28.36996642007536,18.691140566666665,0,Weather,SIN,JFK
FL3927,KLM,FN5984,2022-12-14 22:42:56,-31.44775155390743,-53.420972649999996,0,Weather,DXB,HKG
FL3928,Cathay Pacific,FN1878,2025-08-04 17:13:06,-56.70722503811591,-59.47826033333333,0,Weather,CDG,MAA
FL3929,United Airlines,FN9295,2024-06-08 17:13:48,0.9705906282033414,-3.500964783333333,0,Weather,JFK,MAA
FL3930,GoAir,FN1225,2022-01-05 15:38:41,47.30217391561486,70.72262706666667,0,,DXB,JFK
FL3931,American Airlines,FN5298,2025-09-18 12:59:30,-0.04408962333505606,-21.952906316666667,0,Crew,HYD,SIN
FL3932,Air France,FN4422,2023-10-08 21:39:49,-7.001153241651583,-10.99847415,0,,SIN,BOM
FL3933,Japan Airlines,FN9874,2025-10-23 17:38:11,-9.714048868341742,-15.179832433333333,0,Technical,LAX,HYD
FL3934,British Airways,FN1563,2025-12-17 18:25:33,-9.603886871744216,-10.402011116666667,0,,FRA,HKG
FL3935,Emirates,FN3341,2023-08-01 21:44:38,-9.0662329644667,-0.9413953333333333,0,Crew,SIN,FRA
FL3936,Singapore Airlines,FN7242,2023-04-01 21:29:55,20.811061477145834,12.151385166666667,0,,HKG,DXB
FL3937,SpiceJet,FN2709,2025-12-12 19:25:48,48.131959780211005,38.43102525,0,Technical,BLR,BOM
FL3938,SpiceJet,FN3989,2022-02-03 00:08:55,-38.534018414460114,-27.822347349999998,0,Crew,FRA,MAA
FL3939,KLM,FN5983,2023-01-31 21:32:19,-14.522244032430194,-4.702871966666667,0,Crew,DXB,SIN
FL3940,KLM,FN9055,2024-03-25 16:47:16,-62.11005803301592,-36.22321891666666,0,,MAA,BLR
FL3941,Lufthansa,FN9615,2022-09-21 07:27:53,30.168802241212063,12.661654,0,,LAX,HKG
FL3942,American Airlines,FN9555,2023-08-18 02:27:13,-34.36331371538857,-4.27932515,0,,CDG,JFK
FL3943,United Airlines,FN7566,2023-06-08 20:57:16,-12.121397104938758,-19.63416983333333,0,Technical,DXB,SIN
FL3944,Air India,FN6317,2023-07-10 14:15:03,-57.98156282447849,-58.24323591666666,0,,JFK,SIN
FL3945,ANA,FN4955,2024-03-03 07:01:10,3.168411554927415,18.900807999999998,0,,DXB,CDG
FL3946,ANA,FN1972,2022-09-02 01:50:44,-31.972352845534267,-49.77665473333333,0,,FRA,JFK
FL3947,British Airways,FN6286,2022-01-16 03:36:10,23.528879043294303,43.62983011666667,0,Technical,BLR,DXB
FL3948,Air France,FN9564,2023-07-23 12:02:05,-37.13457053353649,-15.911859233333333,0,Crew,LHR,SIN
FL3949,Vistara,FN3820,2024-10-07 12:49:05,11.126255244604643,32.50333533333333,0,Technical,LHR,LHR
FL3950,Lufthansa,FN6530,2024-03-02 19:04:12,7.893389154471503,-24.9407796,0,,JFK,DXB
FL3951,IndiGo,FN6855,2022-09-29 10:36:04,5.440978530518834,26.343135816666667,0,,HKG,HKG
FL3952,Singapore Airlines,FN5956,2022-11-12 06:22:33,-16.81238057251143,-17.6318551,0,Technical,DXB,DXB
FL3953,AirAsia,FN4304,2023-08-30 00:10:47,4.7159948934706515,-33.7767133,0,Weather,BOM,HKG
FL3954,Air France,FN1686,2023-04-23 11:35:17,60.14042726312429,51.61979206666667,0,,LAX,DXB
FL3955,Singapore Airlines,FN3521,2025-06-28 10:51:38,25.17206297418397,28.871545933333334,0,Weather,JFK,DEL
FL3956,IndiGo,FN9856,2025-11-21 12:06:58,47.728571690780804,58.81941353333333,0,,LAX,CDG
FL3957,Emirates,FN5409,2023-07-24 02:31:05,2.9522718543707613,-5.450454533333333,1,,SIN,LAX
FL3958,Turkish Airlines,FN8942,2025-05-28 17:19:01,33.93552104146417,10.833901483333333,0,,DEL,FRA
FL3959,Singapore Airlines,FN2794,2022-11-10 20:12:56,29.376712608276776,17.89104133333333,0,Weather,JFK,BLR
FL3960,IndiGo,FN8602,2023-09-04 11:34:11,47.5685098586992,54.988003000000006,0,Weather,LHR,DXB
FL3961,KLM,FN1232,2024-10-04 10:53:30,29.32371303550326,35.55354525,0,,LHR,HKG
FL3962,Air India,FN6517,2025-03-19 09:08:47,-42.5713128542299,-50.482250300000004,1,,LHR,JFK
FL3963,GoAir,FN5111,2024-06-04 00:02:22,30.17168012834147,37.67151738333334,0,Technical,CDG,HKG
FL3964,United Airlines,FN9690,2023-04-23 03:16:39,45.42969715917016,56.4788156,0,,BLR,CDG
FL3965,Emirates,FN6114,2022-02-05 17:03:46,-19.00105672107979,-25.94201878333333,0,Weather,HKG,BLR
FL3966,Air France,FN5680,2025-09-23 16:44:31,13.087521715697116,-16.623139266666666,0,,DEL,HYD
FL3967,Cathay Pacific,FN2092,2022-08-21 23:53:43,60.203256568689554,71.82945761666666,0,,DXB,JFK
FL3968,Air India,FN9206,2022-11-22 07:20:06,46.81103791146617,28.101978799999998,0,,DXB,SIN
FL3969,American Airlines,FN9426,2025-08-06 18:55:57,47.33695481065767,85.80943848333332,0,Technical,HKG,SIN
FL3970,British Airways,FN1510,2023-03-27 06:07:41,-29.626350661319528,-13.055323733333333,0,Technical,BOM,FRA
FL3971,Lufthansa,FN7881,2023-07-28 06:02:04,10.033298340618794,-8.133209383333334,0,Crew,SIN,LAX
FL3972,Air India,FN7290,2024-06-27 07:00:27,24.786519155556093,42.290567233333334,0,Crew,MAA,LAX
FL3973,United Airlines,FN2511,2025-10-27 03:08:51,-8.033796580065406,14.454951216666666,1,,BLR,FRA
FL3974,AirAsia,FN7250,2022-11-03 10:44:13,-40.00290220367593,-57.4242444,0,Technical,HKG,HKG
FL3975,British Airways,FN3502,2025-04-30 00:51:07,14.09792186766257,19.478701033333333,0,Weather,LHR,FRA
FL3976,Lufthansa,FN9234,2024-08-28 04:20:03,-11.497204652723156,5.646711883333333,0,,BLR,JFK
FL3977,IndiGo,FN8019,2025-03-19 02:03:40,25.92682942647848,43.79891548333333,0,Technical,DEL,BLR
FL3978,ANA,FN5596,2024-07-06 02:01:31,6.3059069394319724,20.344610966666668,0,Crew,MAA,HKG
FL3979,British Airways,FN9133,2025-07-08 16:12:29,-3.369509090899836,32.437771266666665,0,Technical,JFK,FRA
FL3980,Turkish Airlines,FN1651,2025-01-20 19:41:22,-14.376373103659574,22.203088333333334,0,Crew,LHR,HYD
FL3981,Delta Airlines,FN9095,2025-04-09 02:21:33,11.046638412682256,-4.586024933333333,0,,SIN,HYD
FL3982,American Airlines,FN3746,2025-05-31 22:50:06,51.042380514658035,57.93090133333333,0,Crew,DEL,LAX
FL3983,Emirates,FN9603,2024-06-26 14:57:53,35.53372295140714,58.89156173333333,0,,LAX,HYD
FL3984,Japan Airlines,FN7539,2022-11-06 08:39:28,20.13866662435076,16.25505395,0,,BLR,DEL
FL3985,Delta Airlines,FN2445,2022-02-27 23:00:42,39.27140133007751,44.28273395,0,,BLR,BOM
FL3986,KLM,FN7340,2025-08-18 19:39:41,30.57573455825257,3.26977595,0,,HKG,LAX
FL3987,Air India,FN7582,2025-08-21 17:47:02,23.409451510295558,18.830664133333336,0,Crew,LAX,HKG
FL3988,Lufthansa,FN3161,2022-08-31 01:42:50,59.599289115355916,73.94559933333333,0,Weather,SIN,HKG
FL3989,Turkish Airlines,FN4784,2024-03-04 20:08:39,17.195732375478897,29.490382283333336,0,Weather,JFK,HKG
FL3990,Turkish Airlines,FN8440,2024-06-13 11:03:38,-19.953225586301546,9.395624766666666,0,,MAA,SIN
FL3991,KLM,FN7779,2023-11-03 16:45:24,69.74111255250713,80.63481521666667,0,,HYD,SIN
FL3992,United Airlines,FN8308,2023-01-27 12:19:04,57.71210705720916,54.17488408333334,1,,HKG,SIN
FL3993,Emirates,FN2640,2022-12-16 23:57:51,-13.913406986749422,-8.29953575,0,Technical,HKG,JFK
FL3994,IndiGo,FN6856,2023-10-14 16:01:08,23.04823115103696,22.138430933333332,0,Weather,LHR,LHR
FL3995,KLM,FN5486,2025-10-15 08:06:22,26.133045711054514,35.728887949999994,0,Technical,CDG,BOM
FL3996,Vistara,FN2250,2025-01-05 07:37:05,-19.949203258731647,-7.167308,1,Technical,MAA,DEL
FL3997,AirAsia,FN4716,2025-12-07 03:43:42,35.905847275645634,43.47788703333333,0,Technical,BOM,MAA
FL3998,American Airlines,FN9746,2022-08-22 11:48:26,44.57944309785077,31.318386200000003,1,,DEL,HYD
FL3999,Lufthansa,FN9810,2024-07-11 22:29:50,24.03851266395555,11.484302066666666,0,,BOM,SIN
FL4000,United Airlines,FN7985,2025-07-09 09:43:17,-23.422440746992628,-27.88640325,0,,BLR,HYD
FL4001,Qatar Airways,FN7934,2023-08-24 00:54:02,-18.261805507227347,-21.481742783333335,0,Crew,MAA,MAA
FL4002,Delta Airlines,FN8860,2022-10-03 22:19:27,3.5754906786643375,21.132807966666668,0,Weather,MAA,DEL
FL4003,Japan Airlines,FN9162,2022-09-01 12:55:39,0.3652288388289264,-18.419156766666667,0,Technical,HKG,JFK
FL4004,Lufthansa,FN4826,2025-10-02 05:21:47,44.20203539485481,36.645683383333335,0,,JFK,SIN
FL4005,AirAsia,FN2453,2025-12-26 01:22:27,8.23838718686114,19.936434783333333,0,Technical,LAX,DXB
FL4006,Qatar Airways,FN3868,2022-12-02 08:15:23,15.988312552083483,37.40100576666667,0,Technical,LAX,LHR
FL4007,Singapore Airlines,FN9807,2025-01-31 12:37:56,24.370094301782768,16.4504506,0,Weather,BOM,DXB
FL4008,Cathay Pacific,FN5778,2024-08-13 07:32:51,75.35686521974985,83.27186716666667,0,Crew,FRA,DXB
FL4009,Japan Airlines,FN6844,2022-09-08 12:34:29,5.579793201354813,25.03867455,0,,JFK,SIN
FL4010,British Airways,FN2042,2025-06-02 04:11:00,17.483528377902168,28.471951266666668,0,Crew,MAA,CDG
FL4011,Vistara,FN7627,2022-06-07 18:42:01,84.7655199580206,85.63869853333334,0,,DEL,LHR
FL4012,Cathay Pacific,FN5480,2022-07-22 08:17:54,0.46717317947812553,7.215850866666667,0,Crew,LAX,BOM
FL4013,Air France,FN8368,2025-02-25 07:24:19,42.145478067431156,24.547467616666665,0,Technical,DXB,SIN
FL4014,American Airlines,FN5728,2022-09-14 19:30:56,-48.96667674429516,-52.7734058,0,Weather,DEL,SIN
FL4015,Air India,FN7299,2025-07-23 12:39:57,-39.017688771778616,-40.390158983333336,0,Weather,HYD,HKG
FL4016,Turkish Airlines,FN7185,2024-07-30 04:28:56,25.074990883878705,16.713757933333333,0,Crew,BOM,LAX
FL4017,Qatar Airways,FN5552,2023-10-04 14:21:02,-32.804797303440274,-26.764739883333334,0,Weather,DXB,DXB
FL4018,Qatar Airways,FN5401,2022-09-20 04:51:56,35.87630453845511,15.451702966666666,0,,HKG,DEL
FL4019,British Airways,FN4616,2023-03-04 15:56:12,34.606971949179524,51.866565,0,Crew,FRA,LAX
FL4020,Turkish Airlines,FN2182,2024-08-29 16:28:09,38.62255306469884,61.89975628333333,0,Technical,JFK,LHR
FL4021,Cathay Pacific,FN1440,2022-09-04 09:59:19,76.06041773978848,75.71903701666666,0,,BLR,CDG
FL4022,Cathay Pacific,FN7479,2022-05-09 16:40:20,13.287147402335744,12.0405709,0,Technical,BLR,HYD
FL4023,ANA,FN7287,2022-04-18 04:00:23,10.059305342674323,38.05240568333333,0,Weather,DXB,MAA
FL4024,United Airlines,FN7248,2025-03-08 21:16:58,-30.350434517920064,-38.2661796,0,,JFK,HKG
FL4025,Air France,FN8187,2025-08-02 06:39:07,51.31542809513684,71.6159757,0,Crew,CDG,LHR
FL4026,ANA,FN6298,2022-02-23 07:52:35,-0.8939494045123393,16.922080616666666,0,,MAA,HKG
FL4027,Cathay Pacific,FN5191,2023-03-03 09:52:11,20.236475274761,47.74059441666667,0,,BLR,SIN
FL4028,Japan Airlines,FN1013,2025-01-02 08:19:35,12.23528781480318,32.619769516666665,0,Technical,DXB,JFK
FL4029,American Airlines,FN2371,2024-01-10 10:02:54,89.2603573147786,103.23184463333334,0,Technical,JFK,HKG
FL4030,SpiceJet,FN2875,2022-11-01 13:01:11,11.479844973845308,27.31654975,0,Technical,CDG,JFK
FL4031,Delta Airlines,FN4500,2024-08-13 21:28:06,-0.9584257461165464,39.86108983333334,0,,SIN,HKG
FL4032,Qatar Airways,FN8222,2023-10-22 10:23:29,15.402131130879445,16.308131333333332,0,Crew,BLR,SIN
FL4033,United Airlines,FN9225,2022-04-17 19:14:10,-15.070670150601085,6.387632716666667,0,,CDG,DXB
FL4034,Cathay Pacific,FN4377,2023-05-14 03:07:22,36.01562238483216,33.555306816666665,0,,DEL,BOM
FL4035,ANA,FN7759,2024-06-06 17:31:35,27.293540353672682,9.665200833333333,0,Weather,BOM,LHR
FL4036,ANA,FN8472,2025-01-28 02:49:33,15.549117252194687,27.340462533333334,0,,CDG,BOM
FL4037,Cathay Pacific,FN3111,2023-10-18 15:24:35,61.219894286776686,54.65761225000001,0,Technical,DEL,FRA
FL4038,Air India,FN3339,2025-01-27 23:43:39,-28.350578864069732,-36.78199828333334,0,Crew,HKG,JFK
FL4039,Singapore Airlines,FN3936,2022-05-28 13:33:16,-30.0970550094476,-5.04719465,0,Weather,FRA,CDG
FL4040,KLM,FN8073,2022-04-22 06:44:10,56.4591788507211,66.26242751666668,0,Technical,DEL,DXB
FL4041,GoAir,FN5723,2023-10-31 05:01:41,46.63884837055444,53.64822408333334,0,,CDG,SIN
FL4042,IndiGo,FN2689,2024-04-17 17:29:26,7.1466505689770194,7.151086283333333,0,Technical,BOM,MAA
FL4043,Vistara,FN7583,2022-10-18 00:41:42,0.688270258673036,-17.528753083333335,0,Crew,BOM,MAA
FL4044,AirAsia,FN5552,2022-09-21 04:56:24,17.92764290822017,22.32263425,0,,HYD,HYD
FL4045,GoAir,FN1773,2022-09-25 06:42:22,32.36082172233627,38.76367416666667,1,Technical,DEL,LHR
FL4046,IndiGo,FN2237,2025-09-20 22:21:11,5.1188889529272465,-2.9490065000000003,0,,DXB,BLR
FL4047,Vistara,FN4152,2023-04-03 20:58:01,12.16459710465284,28.238155566666666,0,Weather,HKG,HYD
FL4048,GoAir,FN4985,2022-08-28 07:48:58,-24.30016973251582,-17.98806343333333,0,,CDG,BLR
FL4049,AirAsia,FN4548,2023-08-04 12:08:00,16.99128854588452,11.220316783333335,0,Technical,MAA,LHR
FL4050,Lufthansa,FN8015,2023-09-03 22:11:16,-7.635689147240008,0.8234735833333333,0,,BLR,LAX
FL4051,GoAir,FN1893,2023-01-31 09:44:37,-24.00263054877869,-13.753774816666667,0,,BLR,MAA
FL4052,Qatar Airways,FN5533,2025-10-04 17:14:29,-16.860631209776,4.082174183333334,0,,LHR,HYD
FL4053,United Airlines,FN7631,2024-08-24 08:26:55,80.13483236164899,72.22348033333333,0,,LAX,CDG
FL4054,Delta Airlines,FN2086,2024-04-07 13:30:18,26.02623587124024,20.1251073,1,Technical,LHR,SIN
FL4055,KLM,FN1992,2023-05-20 23:17:11,41.22862521393368,27.24974908333333,0,,JFK,HKG
FL4056,Qatar Airways,FN7624,2024-01-27 07:58:47,24.417602752831378,16.32276825,0,,DXB,DXB
FL4057,British Airways,FN6206,2023-07-09 14:20:17,3.790462327048937,-6.6749168,0,Weather,SIN,LHR
FL4058,AirAsia,FN6555,2025-12-04 14:50:40,34.67051412687261,27.115808816666668,0,Weather,LHR,HYD
FL4059,Japan Airlines,FN3469,2024-03-06 17:58:50,26.55892777995483,26.39745735,0,Technical,BLR,MAA
FL4060,British Airways,FN4219,2024-07-26 23:28:43,6.565828846034112,13.78216745,0,,BOM,LHR
FL4061,ANA,FN6382,2023-08-10 14:57:27,-12.854740149765462,-4.6992334499999995,0,,HYD,LHR
FL4062,American Airlines,FN9821,2024-04-25 03:41:13,55.91003693063233,49.23861515,0,Weather,SIN,DXB
FL4063,ANA,FN2264,2025-06-15 22:09:06,45.154304298215344,72.6257688,0,Crew,MAA,FRA
FL4064,Vistara,FN7449,2024-10-21 03:01:58,-14.484649670841318,-31.31046875,0,,BOM,LHR
FL4065,Air France,FN4411,2023-05-17 00:50:30,19.058827005152942,15.847714166666666,0,Crew,CDG,HYD
FL4066,Singapore Airlines,FN9786,2022-01-09 03:28:26,66.05809657489007,71.58020968333334,0,,BLR,DXB
FL4067,Singapore Airlines,FN4407,2022-10-14 14:04:32,-14.065982241055377,-26.2733749,0,,DXB,JFK
FL4068,Lufthansa,FN7502,2025-04-27 10:50:39,42.69714877272491,39.12938916666667,0,Weather,BLR,BOM
FL4069,GoAir,FN7366,2025-03-30 23:02:26,11.314863983812847,30.651905166666666,0,Technical,LHR,CDG
FL4070,Vistara,FN8536,2023-01-27 21:46:01,-4.527750557924907,-0.21668298333333333,0,Weather,LHR,HKG
FL4071,Emirates,FN7478,2023-09-08 00:24:47,9.502947705324397,24.75281538333333,0,,SIN,FRA
FL4072,GoAir,FN7776,2025-09-29 03:59:56,27.722330065309773,29.4206241,0,Crew,MAA,LAX
FL4073,Air India,FN7745,2024-04-19 16:26:18,11.909471844895531,11.332786666666667,0,,SIN,MAA
FL4074,American Airlines,FN2760,2022-03-09 03:49:06,-34.32837220758334,-25.46435935,0,Weather,HYD,HYD
FL4075,Japan Airlines,FN5458,2024-04-01 08:59:21,66.76575282499203,58.50996571666667,0,,LHR,HKG
FL4076,Singapore Airlines,FN4529,2023-04-20 09:54:34,-13.19089128808109,-21.251807866666663,0,Crew,DEL,HKG
FL4077,ANA,FN2644,2023-02-25 09:57:45,31.737753361693677,43.46503516666667,0,Technical,CDG,DXB
FL4078,SpiceJet,FN8113,2022-07-01 02:15:36,5.243869227506298,-3.5264167,0,Crew,DEL,FRA
FL4079,Vistara,FN7561,2025-01-19 03:19:06,12.77130374919773,-5.698028166666666,1,,FRA,HYD
FL4080,Air India,FN1779,2025-09-08 03:01:23,14.302797005724797,32.3756628,0,Technical,MAA,FRA
FL4081,Vistara,FN7622,2024-05-04 15:10:56,-27.53597409901034,-45.523748250000004,0,,CDG,BLR
FL4082,Cathay Pacific,FN3365,2022-03-23 08:58:22,57.383136750845786,53.20674215,0,,DEL,SIN
FL4083,ANA,FN5278,2023-11-06 11:00:31,44.07843537831466,46.7684704,0,Weather,HKG,HYD
FL4084,Japan Airlines,FN2575,2022-05-06 17:24:19,5.1413554917601765,16.717545983333334,0,Crew,DEL,HYD
FL4085,Air France,FN2620,2022-06-13 11:47:37,-16.51996570239322,-9.53250855,0,,FRA,BOM
FL4086,Japan Airlines,FN6069,2025-12-15 03:33:33,-1.4446824447227833,-16.2520841,0,,HKG,JFK
FL4087,ANA,FN2446,2022-11-27 18:57:36,20.124462241791974,21.174845133333335,0,Technical,BLR,MAA
FL4088,Delta Airlines,FN3239,2025-07-18 10:53:20,5.289255146658766,-7.863159,0,Crew,BOM,BOM
FL4089,KLM,FN7037,2024-06-12 17:20:47,57.74201103288412,75.89272383333333,0,Crew,SIN,BOM
FL4090,ANA,FN2305,2022-05-27 08:41:45,38.924676525159356,39.343005983333335,0,,DXB,MAA
FL4091,Vistara,FN5690,2025-09-08 13:47:49,-41.87548668510261,-7.58172595,1,Weather,CDG,JFK
FL4092,Qatar Airways,FN2350,2022-04-09 02:46:19,8.167074759823956,1.9350778166666667,0,Technical,HYD,CDG
FL4093,American Airlines,FN2088,2024-06-06 06:45:19,22.504047234493417,45.01085905,0,Crew,HYD,LHR
FL4094,Air France,FN6109,2023-10-24 06:23:23,9.308483317436014,33.48711083333333,0,,LAX,MAA
FL4095,Japan Airlines,FN9893,2022-05-14 16:59:10,42.48999815550606,31.344280350000002,0,,DEL,BLR
FL4096,American Airlines,FN5625,2024-01-06 15:30:26,-10.213703169784292,9.149354283333334,0,,SIN,FRA
FL4097,Delta Airlines,FN8089,2022-08-06 21:30:43,-71.37837691431314,-68.62021231666667,0,Crew,FRA,FRA
FL4098,AirAsia,FN4018,2024-10-30 10:47:09,-32.92493604874016,-35.07324306666667,0,Crew,LHR,CDG
FL4099,United Airlines,FN7637,2024-04-07 04:51:07,1.0353973291238763,0.6617316666666666,0,Technical,CDG,SIN
FL4100,SpiceJet,FN5817,2022-02-16 01:33:34,-6.567837563378259,-18.0249923,0,Technical,DEL,MAA
FL4101,GoAir,FN5270,2025-08-20 15:19:38,78.75733800456058,111.76926806666667,0,,BOM,HYD
FL4102,Air India,FN7747,2022-07-30 00:11:14,-24.861974607688488,3.8697766666666666,0,Crew,HKG,SIN
FL4103,AirAsia,FN9786,2022-07-25 17:41:22,-1.9839647141855874,4.953847383333334,0,Weather,LAX,FRA
FL4104,United Airlines,FN3643,2022-08-16 04:25:53,8.101781203092525,3.205551583333333,0,Weather,DEL,JFK
FL4105,Cathay Pacific,FN1215,2025-02-12 05:38:39,39.5155703081844,46.40386826666667,0,,HYD,BLR
FL4106,Turkish Airlines,FN5868,2023-01-30 13:01:52,-4.296542696577241,-18.86538435,0,,MAA,JFK
FL4107,Lufthansa,FN2897,2025-02-09 09:45:24,-16.80785041157361,-36.42855215,0,Weather,DEL,MAA
FL4108,Air India,FN6151,2023-05-20 12:38:05,10.366706452455084,-2.5832774333333335,0,Weather,LHR,HKG
FL4109,Japan Airlines,FN3150,2025-08-10 19:19:08,2.033184624443763,27.584712433333333,0,,LHR,HKG
FL4110,Air France,FN1670,2025-09-23 13:05:05,45.97898718764757,50.494833783333334,0,,HKG,DXB
FL4111,SpiceJet,FN1388,2025-01-11 00:37:33,7.387458215705502,40.58557645,0,Technical,HKG,JFK
FL4112,Cathay Pacific,FN2264,2023-11-06 08:49:56,25.622683610761335,25.70558671666667,0,,BOM,FRA
FL4113,Singapore Airlines,FN5717,2022-07-15 23:52:35,-32.78054351361356,-21.872445233333334,0,Crew,LHR,HKG
FL4114,ANA,FN1596,2025-07-11 04:41:34,34.87971317748587,30.404940316666668,0,Weather,LAX,DXB
FL4115,Air India,FN7316,2025-06-03 08:07:44,18.736082654140976,18.282483233333334,0,Weather,BOM,CDG
FL4116,Lufthansa,FN2890,2022-02-21 08:16:38,4.479028024029919,-27.838302833333334,0,Weather,HKG,LHR
FL4117,Qatar Airways,FN7594,2024-06-29 09:07:24,3.3465578885159353,22.887097416666666,0,,BOM,HYD
FL4118,Air France,FN7096,2023-10-24 12:32:31,-8.942076666996748,-3.15418115,0,,FRA,DEL
FL4119,Japan Airlines,FN1010,2023-07-24 06:47:34,-12.678521200757615,-2.27189605,0,Crew,FRA,MAA
FL4120,AirAsia,FN9516,2023-09-03 13:04:52,3.504304073914792,-5.584319033333333,0,,FRA,DXB
